team,scrape_date,number_of_liverpool_wins,number_of_liverpool_draws,number_of_liverpool_loses,average_scored_goals_per_match,average_conceded_goals_per_match,chance_to_score_goal_next_match,chance_to_conceded_goal_next_match,number_of_clean_sheet_matches,failure_to_score_matches,matches_over_2.5_goals_in,matches_under_2.5_goals_in,time_without_scored_goal,time_without_conceded_goal,general_match_facts__1_x_2__liverpool,general_match_facts__1_x_2__draw,general_match_facts__1_x_2__opponent,general_match_facts__halftime_1_x_2__liverpool,general_match_facts__halftime_1_x_2__draw,general_match_facts__halftime_1_x_2__opponent,general_match_facts__second_half_1_x_2__liverpool,general_match_facts__second_half_1_x_2__draw,general_match_facts__second_half_1_x_2__opponent,general_match_facts__over/under_1.5_for_all_goals_in_matches__over,general_match_facts__over/under_1.5_for_all_goals_in_matches__under,general_match_facts__over/under_1.5_goals_for_liverpool_only__over,general_match_facts__over/under_1.5_goals_for_liverpool_only__under,general_match_facts__over/under_2.5_for_all_goals_in_matches__over,general_match_facts__over/under_2.5_for_all_goals_in_matches__under,general_match_facts__over/under_2.5_goals_for_liverpool_only__over,general_match_facts__over/under_2.5_goals_for_liverpool_only__under,general_match_facts__over/under_3.5_for_all_goals_in_matches__over,general_match_facts__over/under_3.5_for_all_goals_in_matches__under,general_match_facts__over/under_3.5_goals_for_liverpool_only__over,general_match_facts__over/under_3.5_goals_for_liverpool_only__under,general_match_facts__goal_bands__0-1,general_match_facts__goal_bands__2-3,general_match_facts__goal_bands__4+,general_match_facts__team_to_score__both,general_match_facts__team_to_score__only_one,general_match_facts__team_to_score__neither,general_match_facts__odd/even_goals_in_matches__odd,general_match_facts__odd/even_goals_in_matches__even,general_match_facts__all_goals_in_matches__0-15_min.,general_match_facts__all_goals_in_matches__16-30_min.,general_match_facts__all_goals_in_matches__31-45_min.,general_match_facts__all_goals_in_matches__46-60_min.,general_match_facts__all_goals_in_matches__61-75_min.,general_match_facts__all_goals_in_matches__76-90_min.,general_match_facts__liverpool_goals_only__0-15_min.,general_match_facts__liverpool_goals_only__16-30_min.,general_match_facts__liverpool_goals_only__31-45_min.,general_match_facts__liverpool_goals_only__46-60_min.,general_match_facts__liverpool_goals_only__61-75_min.,general_match_facts__liverpool_goals_only__76-90_min.,general_match_facts__time_of_first_goal_in_matches__0-10_min.,general_match_facts__time_of_first_goal_in_matches__11-20_min.,general_match_facts__time_of_first_goal_in_matches__21-30_min.,general_match_facts__time_of_first_goal_in_matches__31-40_min.,general_match_facts__time_of_first_goal_in_matches__41-50_min.,general_match_facts__time_of_first_goal_in_matches__51-60_min.,general_match_facts__time_of_first_goal_in_matches__61-70_min.,general_match_facts__time_of_first_goal_in_matches__71-80_min.,general_match_facts__time_of_first_goal_in_matches__81-90_min.,general_match_facts__time_of_first_goal_in_matches__without_goal,general_match_facts__time_of_first_liverpool_goal__0-10_min.,general_match_facts__time_of_first_liverpool_goal__11-20_min.,general_match_facts__time_of_first_liverpool_goal__21-30_min.,general_match_facts__time_of_first_liverpool_goal__31-40_min.,general_match_facts__time_of_first_liverpool_goal__41-50_min.,general_match_facts__time_of_first_liverpool_goal__51-60_min.,general_match_facts__time_of_first_liverpool_goal__61-70_min.,general_match_facts__time_of_first_liverpool_goal__71-80_min.,general_match_facts__time_of_first_liverpool_goal__81-90_min.,general_match_facts__time_of_first_liverpool_goal__without_goal,general_match_facts__first_goal_in_matches__liverpool,general_match_facts__first_goal_in_matches__opponent,general_match_facts__first_goal_in_matches__without_goal,general_match_facts__winner_after_15_minutes__liverpool,general_match_facts__winner_after_15_minutes__opponent,general_match_facts__winner_after_15_minutes__draw,general_match_facts__winner_after_30_minutes__liverpool,general_match_facts__winner_after_30_minutes__opponent,general_match_facts__winner_after_30_minutes__draw,general_match_facts__winner_after_45_minutes__liverpool,general_match_facts__winner_after_45_minutes__opponent,general_match_facts__winner_after_45_minutes__draw,general_match_facts__winner_after_60_minutes__liverpool,general_match_facts__winner_after_60_minutes__opponent,general_match_facts__winner_after_60_minutes__draw,general_match_facts__winner_after_75_minutes__liverpool,general_match_facts__winner_after_75_minutes__opponent,general_match_facts__winner_after_75_minutes__draw,general_match_facts__winner_after_90_minutes__liverpool,general_match_facts__winner_after_90_minutes__opponent,general_match_facts__winner_after_90_minutes__draw,general_match_facts__goal_difference_in_match__0-1_goal,general_match_facts__goal_difference_in_match__2-3_goals,general_match_facts__goal_difference_in_match__4+_goals,general_match_facts__half_with_most_goals__first_half,general_match_facts__half_with_most_goals__second_half,general_match_facts__half_with_most_goals__tie,win_rate,goal_difference
LIVERPOOL team information,2025-06-25,4.0,2.0,4.0,1.8,1.6,1.0,0.8,2.0,0.0,7.0,3.0,6.0,81.0,40.0,20.0,40.0,40.0,20.0,40.0,50.0,20.0,30.0,80.0,20.0,50.0,50.0,70.0,30.0,10.0,90.0,50.0,50.0,10.0,90.0,20.0,30.0,50.0,80.0,20.0,0.0,60.0,40.0,15.0,18.0,18.0,12.0,15.0,24.0,11.0,28.0,11.0,6.0,17.0,28.0,30.0,40.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,10.0,40.0,0.0,0.0,0.0,10.0,0.0,10.0,30.0,0.0,60.0,40.0,0.0,20.0,30.0,50.0,40.0,20.0,40.0,40.0,40.0,20.0,50.0,40.0,10.0,30.0,40.0,30.0,40.0,40.0,20.0,80.0,10.0,10.0,60.0,20.0,20.0,0.4,0.19999999999999996
