team,Average conceded goals per match,Average scored goals per match,Chance to conceded goal next match,Chance to score goal next match,Failure to score matches,Matches over 2.5 goals in,Matches under 2.5 goals in,Number of Liverpool draws,Number of Liverpool loses,Number of Liverpool wins,Number of clean sheet matches,Time without conceded goal,Time without scored goal,"('team', '', '')","('First goal in matches', 'Over/under 1.5 goals for Liverpool only', 'over')","('First goal in matches', 'Over/under 1.5 goals for Liverpool only', 'under')","('General goal characteristics', 'Second half 1 X 2', 'Liverpool')","('General goal characteristics', 'Second half 1 X 2', 'draw')","('General goal characteristics', 'Second half 1 X 2', 'opponent')","('General match facts', '1 X 2', 'Liverpool')","('General match facts', '1 X 2', 'draw')","('General match facts', '1 X 2', 'opponent')","('Goal difference', 'Over/under 2.5 goals for Liverpool only', 'over')","('Goal difference', 'Over/under 2.5 goals for Liverpool only', 'under')","('Goals in the minutes between', 'Over/under 1.5 for all goals in matches', 'over')","('Goals in the minutes between', 'Over/under 1.5 for all goals in matches', 'under')","('Over/Under goals in matches', 'Halftime 1 X 2', 'Liverpool')","('Over/Under goals in matches', 'Halftime 1 X 2', 'draw')","('Over/Under goals in matches', 'Halftime 1 X 2', 'opponent')","('Winner after playng minutes', 'Over/under 2.5 for all goals in matches', 'over')","('Winner after playng minutes', 'Over/under 2.5 for all goals in matches', 'under')"
LIVERPOOL team information,1.6,1.8,80%,100%,0,7,3,2,4,4,2,81 min.,6 min.,LIVERPOOL team information,50.0,50.0,50.0,20.0,30.0,40.0,20.0,40.0,10.0,90.0,80.0,20.0,40.0,20.0,40.0,70.0,30.0
